A	O
small	O
company	O
manufactures	O
customized	O
bicycles	O
.	O

Whenever	O
the	B-Actor
sales	I-Actor
department	I-Actor
receives	B-Activity
an	B-Activity Data
order	I-Activity Data
,	O
a	O
new	O
process	O
instance	O
is	O
created	O
.	O

A	O
member	O
of	O
the	O
sales	O
department	O
can	O
then	O
reject	B-Activity
or	B-XOR Gateway
accept	B-Activity
the	B-Activity Data
order	I-Activity Data
for	O
a	O
customized	O
bike	O
.	O

In	O
the	O
former	O
case	O
,	O
the	O
process	O
instance	O
is	O
finished	O
.	O

In	O
the	O
latter	O
case	O
,	O
the	B-Actor
storehouse	I-Actor
and	O
the	B-Actor
engineering	I-Actor
department	I-Actor
are	O
informed	B-Activity
.	O

The	B-Actor
storehouse	I-Actor
immediately	O
processes	B-Activity
the	B-Activity Data
part	I-Activity Data
list	I-Activity Data
of	I-Activity Data
the	I-Activity Data
order	I-Activity Data
and	O
checks	B-Activity
the	B-Activity Data
required	I-Activity Data
quantity	I-Activity Data
of	I-Activity Data
each	I-Activity Data
part	I-Activity Data
.	O

If	B-XOR Gateway
the	B-Condition Specification
part	I-Condition Specification
is	I-Condition Specification
available	I-Condition Specification
in-house	I-Condition Specification
,	O
it	B-Activity Data
is	O
reserved	B-Activity
.	O

If	B-XOR Gateway
it	B-Condition Specification
is	I-Condition Specification
not	I-Condition Specification
available	I-Condition Specification
,	O
it	B-Activity Data
is	O
back-ordered	B-Activity
.	O

This	O
procedure	O
is	O
repeated	O
for	O
each	O
item	O
on	O
the	O
part	O
list	O
.	O

In	B-AND Gateway
the	I-AND Gateway
meantime	I-AND Gateway
,	O
the	B-Actor
engineering	I-Actor
department	I-Actor
prepares	B-Activity
everything	B-Activity Data
for	O
the	O
assembling	O
of	O
the	O
ordered	O
bicycle	O
.	O

If	B-XOR Gateway
the	B-Condition Specification
storehouse	I-Condition Specification
has	I-Condition Specification
successfully	I-Condition Specification
reserved	I-Condition Specification
or	I-Condition Specification
back-ordered	I-Condition Specification
every	I-Condition Specification
item	I-Condition Specification
of	I-Condition Specification
the	I-Condition Specification
part	I-Condition Specification
list	I-Condition Specification
and	O
the	O
preparation	O
activity	O
has	O
finished	O
,	O
the	B-Actor
engineering	I-Actor
department	I-Actor
assembles	B-Activity
the	B-Activity Data
bicycle	I-Activity Data
.	O

Afterwards	O
,	O
the	B-Actor
sales	I-Actor
department	I-Actor
ships	B-Activity
the	B-Activity Data
bicycle	I-Activity Data
to	O
the	B-Actor
customer	I-Actor
and	O
finishes	O
the	O
process	O
instance	O
.	O

A	B-Actor
customer	I-Actor
brings	B-Activity
in	I-Activity
a	B-Activity Data
defective	I-Activity Data
computer	I-Activity Data
and	O
the	B-Actor
CRS	I-Actor
checks	B-Activity
the	B-Activity Data
defect	I-Activity Data
and	O
hands	B-Activity
out	I-Activity
a	B-Activity Data
repair	I-Activity Data
cost	I-Activity Data
calculation	I-Activity Data
back	O
.	O

If	B-XOR Gateway
the	B-Condition Specification
customer	I-Condition Specification
decides	I-Condition Specification
that	I-Condition Specification
the	I-Condition Specification
costs	I-Condition Specification
are	I-Condition Specification
acceptable	I-Condition Specification
,	O
the	O
process	O
continues	O
,	O
otherwise	B-XOR Gateway
she	B-Actor
takes	B-Activity
her	B-Activity Data
computer	I-Activity Data
home	B-Further Specification
unrepaired	I-Further Specification
.	O

The	O
ongoing	O
repair	O
consists	O
of	O
two	O
activities	O
,	O
which	O
are	O
executed	O
,	O
in	O
an	O
arbitrary	O
order	O
.	O

The	O
first	O
activity	O
is	O
to	O
check	B-Activity
and	O
repair	B-Activity
the	B-Activity Data
hardware	I-Activity Data
,	O
whereas	B-AND Gateway
the	O
second	O
activity	O
checks	B-Activity
and	O
configures	B-Activity
